Channel	Q^2	W, GeV	Quantity	Uncertainty
F1	2.350000	1.340000	0.018793	0.000000
F1	2.350000	1.360000	0.017078	0.000000
F1	2.350000	1.380000	0.018422	0.000000
F1	2.400000	1.200000	0.033424	0.000000
F1	2.400000	1.220000	0.038864	0.000000
F1	2.400000	1.240000	0.033480	0.000000
F1	2.400000	1.260000	0.027516	0.000000
F1	2.400000	1.280000	0.023972	0.000000
F1	2.400000	1.300000	0.020396	0.000000
F1	2.400000	1.320000	0.018805	0.000000
F1	2.400000	1.340000	0.018096	0.000000
F1	2.400000	1.360000	0.016599	0.000000
F1	2.400000	1.380000	0.017770	0.000000
F1	2.450000	1.200000	0.031652	0.000000
F1	2.450000	1.220000	0.036727	0.000000
F1	2.450000	1.240000	0.031726	0.000000
F1	2.450000	1.260000	0.026136	0.000000
F1	2.450000	1.280000	0.022818	0.000000
F1	2.450000	1.300000	0.019532	0.000000
F1	2.450000	1.320000	0.018051	0.000000
F1	2.450000	1.340000	0.017419	0.000000
F1	2.450000	1.360000	0.016116	0.000000
F1	2.450000	1.380000	0.017134	0.000000
F1	2.500000	1.200000	0.029975	0.000000
F1	2.500000	1.220000	0.034715	0.000000
F1	2.500000	1.240000	0.030069	0.000000
F1	2.500000	1.260000	0.024828	0.000000
F1	2.500000	1.280000	0.021723	0.000000
F1	2.500000	1.300000	0.018703	0.000000
F1	2.500000	1.320000	0.017325	0.000000
F1	2.500000	1.340000	0.016762	0.000000
F1	2.500000	1.360000	0.015632	0.000000
F1	2.500000	1.380000	0.016516	0.000000
F1	2.550000	1.200000	0.028389	0.000000
F1	2.550000	1.220000	0.032822	0.000000
F1	2.550000	1.240000	0.028504	0.000000
F1	2.550000	1.260000	0.023590	0.000000
F1	2.550000	1.280000	0.020684	0.000000
F1	2.550000	1.300000	0.017908	0.000000
F1	2.550000	1.320000	0.016627	0.000000
F1	2.550000	1.340000	0.016127	0.000000
F1	2.550000	1.360000	0.015151	0.000000
F1	2.550000	1.380000	0.015916	0.000000
F1	2.600000	1.200000	0.026890	0.000000
F1	2.600000	1.220000	0.031041	0.000000
F1	2.600000	1.240000	0.027026	0.000000
F1	2.600000	1.260000	0.022419	0.000000
F1	2.600000	1.280000	0.019701	0.000000
F1	2.600000	1.300000	0.017147	0.000000
F1	2.600000	1.320000	0.015956	0.000000
F1	2.600000	1.340000	0.015513	0.000000
F1	2.600000	1.360000	0.014675	0.000000
F1	2.600000	1.380000	0.015335	0.000000
F1	2.650000	1.200000	0.025475	0.000000
F1	2.650000	1.220000	0.029367	0.000000
F1	2.650000	1.240000	0.025632	0.000000
F1	2.650000	1.260000	0.021312	0.000000
F1	2.650000	1.280000	0.018768	0.000000
F1	2.650000	1.300000	0.016419	0.000000
F1	2.650000	1.320000	0.015311	0.000000
F1	2.650000	1.340000	0.014921	0.000000
F1	2.650000	1.360000	0.014206	0.000000
F1	2.650000	1.380000	0.014773	0.000000
F1	2.700000	1.200000	0.024140	0.000000
F1	2.700000	1.220000	0.027793	0.000000
F1	2.700000	1.240000	0.024317	0.000000
F1	2.700000	1.260000	0.020265	0.000000
F1	2.700000	1.280000	0.017886	0.000000
F1	2.700000	1.300000	0.015723	0.000000
F1	2.700000	1.320000	0.014694	0.000000
F1	2.700000	1.340000	0.014351	0.000000
F1	2.700000	1.360000	0.013746	0.000000
F1	2.700000	1.380000	0.014230	0.000000
F1	2.750000	1.200000	0.022880	0.000000
F1	2.750000	1.220000	0.026312	0.000000
F1	2.750000	1.240000	0.023077	0.000000
F1	2.750000	1.260000	0.019276	0.000000
F1	2.750000	1.280000	0.017050	0.000000
F1	2.750000	1.300000	0.015059	0.000000
F1	2.750000	1.320000	0.014102	0.000000
F1	2.750000	1.340000	0.013802	0.000000
F1	2.750000	1.360000	0.013295	0.000000
F1	2.750000	1.380000	0.013707	0.000000
F1	2.800000	1.200000	0.021692	0.000000
F1	2.800000	1.220000	0.024921	0.000000
F1	2.800000	1.240000	0.021908	0.000000
F1	2.800000	1.260000	0.018340	0.000000
F1	2.800000	1.280000	0.016258	0.000000
F1	2.800000	1.300000	0.014425	0.000000
F1	2.800000	1.320000	0.013535	0.000000
F1	2.800000	1.340000	0.013275	0.000000
F1	2.800000	1.360000	0.012855	0.000000
F1	2.800000	1.380000	0.013202	0.000000
F1	2.850000	1.200000	0.020572	0.000000
F1	2.850000	1.220000	0.023612	0.000000
F1	2.850000	1.240000	0.020805	0.000000
F1	2.850000	1.260000	0.017456	0.000000
F1	2.850000	1.280000	0.015508	0.000000
F1	2.850000	1.300000	0.013819	0.000000
F1	2.850000	1.320000	0.012993	0.000000
F1	2.850000	1.340000	0.012768	0.000000
F1	2.850000	1.360000	0.012427	0.000000
F1	2.850000	1.380000	0.012716	0.000000
F1	2.900000	1.200000	0.019516	0.000000
F1	2.900000	1.220000	0.022381	0.000000
F1	2.900000	1.240000	0.019765	0.000000
F1	2.900000	1.260000	0.016621	0.000000
F1	2.900000	1.280000	0.014798	0.000000
F1	2.900000	1.300000	0.013242	0.000000
F1	2.900000	1.320000	0.012474	0.000000
F1	2.900000	1.340000	0.012281	0.000000
F1	2.900000	1.360000	0.012010	0.000000
F1	2.900000	1.380000	0.012248	0.000000
F1	2.950000	1.200000	0.018520	0.000000
F1	2.950000	1.220000	0.021224	0.000000
F1	2.950000	1.240000	0.018783	0.000000
F1	2.950000	1.260000	0.015831	0.000000
F1	2.950000	1.280000	0.014125	0.000000
F1	2.950000	1.300000	0.012691	0.000000
F1	2.950000	1.320000	0.011977	0.000000
F1	2.950000	1.340000	0.011814	0.000000
F1	2.950000	1.360000	0.011605	0.000000
F1	2.950000	1.380000	0.011798	0.000000
F1	3.000000	1.200000	0.017581	0.000000
F1	3.000000	1.220000	0.020134	0.000000
F1	3.000000	1.240000	0.017857	0.000000
F1	3.000000	1.260000	0.015084	0.000000
F1	3.000000	1.280000	0.013487	0.000000
F1	3.000000	1.300000	0.012166	0.000000
F1	3.000000	1.320000	0.011502	0.000000
F1	3.000000	1.340000	0.011366	0.000000
F1	3.000000	1.360000	0.011212	0.000000
F1	3.000000	1.380000	0.011366	0.000000
F1	3.050000	1.200000	0.016696	0.000000
F1	3.050000	1.220000	0.019109	0.000000
F1	3.050000	1.240000	0.016984	0.000000
F1	3.050000	1.260000	0.014378	0.000000
F1	3.050000	1.280000	0.012883	0.000000
F1	3.050000	1.300000	0.011665	0.000000
F1	3.050000	1.320000	0.011049	0.000000
F1	3.050000	1.340000	0.010937	0.000000
F1	3.050000	1.360000	0.010832	0.000000
F1	3.050000	1.380000	0.010950	0.000000
F1	3.100000	1.200000	0.015860	0.000000
F1	3.100000	1.220000	0.018143	0.000000
F1	3.100000	1.240000	0.016160	0.000000
F1	3.100000	1.260000	0.013710	0.000000
F1	3.100000	1.280000	0.012310	0.000000
F1	3.100000	1.300000	0.011187	0.000000
F1	3.100000	1.320000	0.010615	0.000000
F1	3.100000	1.340000	0.010524	0.000000
F1	3.100000	1.360000	0.010464	0.000000
F1	3.100000	1.380000	0.010551	0.000000
F1	3.150000	1.200000	0.015073	0.000000
F1	3.150000	1.220000	0.017235	0.000000
F1	3.150000	1.240000	0.015382	0.000000
F1	3.150000	1.260000	0.013078	0.000000
F1	3.150000	1.280000	0.011767	0.000000
F1	3.150000	1.300000	0.010732	0.000000
F1	3.150000	1.320000	0.010200	0.000000
F1	3.150000	1.340000	0.010129	0.000000
F1	3.150000	1.360000	0.010108	0.000000
F1	3.150000	1.380000	0.010167	0.000000
F1	3.200000	1.200000	0.014330	0.000000
F1	3.200000	1.220000	0.016378	0.000000
F1	3.200000	1.240000	0.014647	0.000000
F1	3.200000	1.260000	0.012480	0.000000
F1	3.200000	1.280000	0.011252	0.000000
F1	3.200000	1.300000	0.010297	0.000000
F1	3.200000	1.320000	0.009803	0.000000
F1	3.200000	1.340000	0.009751	0.000000
F1	3.200000	1.360000	0.009763	0.000000
F1	3.200000	1.380000	0.009799	0.000000
F1	3.250000	1.200000	0.013629	0.000000
F1	3.250000	1.220000	0.015571	0.000000
F1	3.250000	1.240000	0.013953	0.000000
F1	3.250000	1.260000	0.011913	0.000000
F1	3.250000	1.280000	0.010763	0.000000
F1	3.250000	1.300000	0.009883	0.000000
F1	3.250000	1.320000	0.009424	0.000000
F1	3.250000	1.340000	0.009388	0.000000
F1	3.250000	1.360000	0.009431	0.000000
F1	3.250000	1.380000	0.009445	0.000000
F1	3.300000	1.200000	0.012967	0.000000
F1	3.300000	1.220000	0.014810	0.000000
F1	3.300000	1.240000	0.013297	0.000000
F1	3.300000	1.260000	0.011377	0.000000
F1	3.300000	1.280000	0.010300	0.000000
F1	3.300000	1.300000	0.009488	0.000000
F1	3.300000	1.320000	0.009062	0.000000
F1	3.300000	1.340000	0.009040	0.000000
F1	3.300000	1.360000	0.009111	0.000000
F1	3.300000	1.380000	0.009105	0.000000
F1	3.350000	1.200000	0.012341	0.000000
F1	3.350000	1.220000	0.014093	0.000000
F1	3.350000	1.240000	0.012677	0.000000
F1	3.350000	1.260000	0.010869	0.000000
F1	3.350000	1.280000	0.009859	0.000000
F1	3.350000	1.300000	0.009111	0.000000
F1	3.350000	1.320000	0.008716	0.000000
F1	3.350000	1.340000	0.008707	0.000000
F1	3.350000	1.360000	0.008801	0.000000
F1	3.350000	1.380000	0.008779	0.000000
F1	3.400000	1.200000	0.011751	0.000000
F1	3.400000	1.220000	0.013415	0.000000
F1	3.400000	1.240000	0.012090	0.000000
F1	3.400000	1.260000	0.010388	0.000000
F1	3.400000	1.280000	0.009442	0.000000
F1	3.400000	1.300000	0.008752	0.000000
F1	3.400000	1.320000	0.008384	0.000000
F1	3.400000	1.340000	0.008387	0.000000
F1	3.400000	1.360000	0.008503	0.000000
F1	3.400000	1.380000	0.008466	0.000000
F1	3.450000	1.200000	0.011194	0.000000
F1	3.450000	1.220000	0.012776	0.000000
F1	3.450000	1.240000	0.011536	0.000000
F1	3.450000	1.260000	0.009931	0.000000
F1	3.450000	1.280000	0.009044	0.000000
F1	3.450000	1.300000	0.008409	0.000000
F1	3.450000	1.320000	0.008067	0.000000
F1	3.450000	1.340000	0.008081	0.000000
F1	3.450000	1.360000	0.008215	0.000000
F1	3.450000	1.380000	0.008165	0.000000
F1	3.500000	1.200000	0.010666	0.000000
F1	3.500000	1.220000	0.012172	0.000000
F1	3.500000	1.240000	0.011011	0.000000
F1	3.500000	1.260000	0.009499	0.000000
F1	3.500000	1.280000	0.008667	0.000000
F1	3.500000	1.300000	0.008081	0.000000
F1	3.500000	1.320000	0.007764	0.000000
F1	3.500000	1.340000	0.007787	0.000000
F1	3.500000	1.360000	0.007938	0.000000
F1	3.500000	1.380000	0.007877	0.000000
F1	3.550000	1.200000	0.010168	0.000000
F1	3.550000	1.220000	0.011602	0.000000
F1	3.550000	1.240000	0.010514	0.000000
F1	3.550000	1.260000	0.009088	0.000000
F1	3.550000	1.280000	0.008308	0.000000
F1	3.550000	1.300000	0.007768	0.000000
F1	3.550000	1.320000	0.007474	0.000000
F1	3.550000	1.340000	0.007506	0.000000
F1	3.550000	1.360000	0.007671	0.000000
F1	3.550000	1.380000	0.007600	0.000000
F1	3.600000	1.200000	0.009696	0.000000
F1	3.600000	1.220000	0.011064	0.000000
F1	3.600000	1.240000	0.010044	0.000000
F1	3.600000	1.260000	0.008699	0.000000
F1	3.600000	1.280000	0.007967	0.000000
F1	3.600000	1.300000	0.007470	0.000000
F1	3.600000	1.320000	0.007197	0.000000
F1	3.600000	1.340000	0.007236	0.000000
F1	3.600000	1.360000	0.007414	0.000000
F1	3.600000	1.380000	0.007334	0.000000
F1	3.650000	1.200000	0.009251	0.000000
F1	3.650000	1.220000	0.010554	0.000000
F1	3.650000	1.240000	0.009598	0.000000
F1	3.650000	1.260000	0.008329	0.000000
F1	3.650000	1.280000	0.007642	0.000000
F1	3.650000	1.300000	0.007185	0.000000
F1	3.650000	1.320000	0.006932	0.000000
F1	3.650000	1.340000	0.006978	0.000000
F1	3.650000	1.360000	0.007165	0.000000
F1	3.650000	1.380000	0.007078	0.000000
F1	3.700000	1.200000	0.008829	0.000000
F1	3.700000	1.220000	0.010072	0.000000
F1	3.700000	1.240000	0.009176	0.000000
F1	3.700000	1.260000	0.007978	0.000000
F1	3.700000	1.280000	0.007333	0.000000
F1	3.700000	1.300000	0.006912	0.000000
F1	3.700000	1.320000	0.006678	0.000000
F1	3.700000	1.340000	0.006730	0.000000
F1	3.700000	1.360000	0.006927	0.000000
F1	3.700000	1.380000	0.006833	0.000000
F1	3.750000	1.200000	0.008429	0.000000
F1	3.750000	1.220000	0.009616	0.000000
F1	3.750000	1.240000	0.008775	0.000000
F1	3.750000	1.260000	0.007644	0.000000
F1	3.750000	1.280000	0.007040	0.000000
F1	3.750000	1.300000	0.006652	0.000000
F1	3.750000	1.320000	0.006434	0.000000
F1	3.750000	1.340000	0.006492	0.000000
F1	3.750000	1.360000	0.006696	0.000000
F1	3.750000	1.380000	0.006597	0.000000
F1	3.800000	1.200000	0.008051	0.000000
F1	3.800000	1.220000	0.009184	0.000000
F1	3.800000	1.240000	0.008395	0.000000
F1	3.800000	1.260000	0.007327	0.000000
F1	3.800000	1.280000	0.006760	0.000000
F1	3.800000	1.300000	0.006403	0.000000
F1	3.800000	1.320000	0.006201	0.000000
F1	3.800000	1.340000	0.006264	0.000000
F1	3.800000	1.360000	0.006475	0.000000
F1	3.800000	1.380000	0.006371	0.000000
F1	3.850000	1.200000	0.007692	0.000000
F1	3.850000	1.220000	0.008775	0.000000
F1	3.850000	1.240000	0.008035	0.000000
F1	3.850000	1.260000	0.007026	0.000000
F1	3.850000	1.280000	0.006493	0.000000
F1	3.850000	1.300000	0.006165	0.000000
F1	3.850000	1.320000	0.005978	0.000000
F1	3.850000	1.340000	0.006045	0.000000
F1	3.850000	1.360000	0.006261	0.000000
F1	3.850000	1.380000	0.006153	0.000000
F1	3.900000	1.200000	0.007352	0.000000
F1	3.900000	1.220000	0.008388	0.000000
F1	3.900000	1.240000	0.007693	0.000000
F1	3.900000	1.260000	0.006739	0.000000
F1	3.900000	1.280000	0.006239	0.000000
F1	3.900000	1.300000	0.005938	0.000000
F1	3.900000	1.320000	0.005765	0.000000
F1	3.900000	1.340000	0.005835	0.000000
F1	3.900000	1.360000	0.006056	0.000000
F1	3.900000	1.380000	0.005944	0.000000
F1	3.950000	1.200000	0.007030	0.000000
F1	3.950000	1.220000	0.008021	0.000000
F1	3.950000	1.240000	0.007368	0.000000
F1	3.950000	1.260000	0.006466	0.000000
F1	3.950000	1.280000	0.005996	0.000000
F1	3.950000	1.300000	0.005720	0.000000
F1	3.950000	1.320000	0.005560	0.000000
F1	3.950000	1.340000	0.005633	0.000000
F1	3.950000	1.360000	0.005858	0.000000
F1	3.950000	1.380000	0.005744	0.000000
F1	4.000000	1.200000	0.006724	0.000000
F1	4.000000	1.220000	0.007672	0.000000
F1	4.000000	1.240000	0.007059	0.000000
F1	4.000000	1.260000	0.006206	0.000000
F1	4.000000	1.280000	0.005765	0.000000
F1	4.000000	1.300000	0.005512	0.000000
F1	4.000000	1.320000	0.005364	0.000000
F1	4.000000	1.340000	0.005440	0.000000
F1	4.000000	1.360000	0.005667	0.000000
F1	4.000000	1.380000	0.005551	0.000000
F1	4.050000	1.200000	0.006434	0.000000
F1	4.050000	1.220000	0.007342	0.000000
F1	4.050000	1.240000	0.006766	0.000000
F1	4.050000	1.260000	0.005959	0.000000
F1	4.050000	1.280000	0.005544	0.000000
F1	4.050000	1.300000	0.005313	0.000000
F1	4.050000	1.320000	0.005176	0.000000
F1	4.050000	1.340000	0.005254	0.000000
F1	4.050000	1.360000	0.005483	0.000000
F1	4.050000	1.380000	0.005365	0.000000
F1	4.100000	1.200000	0.006158	0.000000
F1	4.100000	1.220000	0.007028	0.000000
F1	4.100000	1.240000	0.006487	0.000000
F1	4.100000	1.260000	0.005723	0.000000
F1	4.100000	1.280000	0.005334	0.000000
F1	4.100000	1.300000	0.005122	0.000000
F1	4.100000	1.320000	0.004995	0.000000
F1	4.100000	1.340000	0.005076	0.000000
F1	4.100000	1.360000	0.005306	0.000000
F1	4.100000	1.380000	0.005187	0.000000
F1	4.150000	1.200000	0.005897	0.000000
F1	4.150000	1.220000	0.006731	0.000000
F1	4.150000	1.240000	0.006222	0.000000
F1	4.150000	1.260000	0.005499	0.000000
F1	4.150000	1.280000	0.005133	0.000000
F1	4.150000	1.300000	0.004939	0.000000
F1	4.150000	1.320000	0.004822	0.000000
F1	4.150000	1.340000	0.004904	0.000000
F1	4.150000	1.360000	0.005135	0.000000
F1	4.150000	1.380000	0.005015	0.000000
F1	4.200000	1.200000	0.005648	0.000000
F1	4.200000	1.220000	0.006448	0.000000
F1	4.200000	1.240000	0.005969	0.000000
F1	4.200000	1.260000	0.005285	0.000000
F1	4.200000	1.280000	0.004941	0.000000
F1	4.200000	1.300000	0.004764	0.000000
F1	4.200000	1.320000	0.004656	0.000000
F1	4.200000	1.340000	0.004740	0.000000
F1	4.200000	1.360000	0.004971	0.000000
F1	4.200000	1.380000	0.004851	0.000000
F1	4.250000	1.200000	0.005412	0.000000
F1	4.250000	1.220000	0.006179	0.000000
F1	4.250000	1.240000	0.005729	0.000000
F1	4.250000	1.260000	0.005081	0.000000
F1	4.250000	1.280000	0.004758	0.000000
F1	4.250000	1.300000	0.004597	0.000000
F1	4.250000	1.320000	0.004497	0.000000
F1	4.250000	1.340000	0.004581	0.000000
F1	4.250000	1.360000	0.004813	0.000000
F1	4.250000	1.380000	0.004692	0.000000
F1	4.300000	1.200000	0.005187	0.000000
F1	4.300000	1.220000	0.005923	0.000000
F1	4.300000	1.240000	0.005500	0.000000
F1	4.300000	1.260000	0.004886	0.000000
F1	4.300000	1.280000	0.004582	0.000000
F1	4.300000	1.300000	0.004436	0.000000
F1	4.300000	1.320000	0.004344	0.000000
F1	4.300000	1.340000	0.004429	0.000000
F1	4.300000	1.360000	0.004660	0.000000
F1	4.300000	1.380000	0.004539	0.000000
F1	4.350000	1.200000	0.004974	0.000000
F1	4.350000	1.220000	0.005681	0.000000
F1	4.350000	1.240000	0.005282	0.000000
F1	4.350000	1.260000	0.004700	0.000000
F1	4.350000	1.280000	0.004415	0.000000
F1	4.350000	1.300000	0.004282	0.000000
F1	4.350000	1.320000	0.004197	0.000000
F1	4.350000	1.340000	0.004283	0.000000
F1	4.350000	1.360000	0.004513	0.000000
F1	4.350000	1.380000	0.004392	0.000000
F1	4.400000	1.200000	0.004771	0.000000
F1	4.400000	1.220000	0.005449	0.000000
F1	4.400000	1.240000	0.005075	0.000000
F1	4.400000	1.260000	0.004523	0.000000
F1	4.400000	1.280000	0.004255	0.000000
F1	4.400000	1.300000	0.004134	0.000000
F1	4.400000	1.320000	0.004057	0.000000
F1	4.400000	1.340000	0.004143	0.000000
F1	4.400000	1.360000	0.004371	0.000000
F1	4.400000	1.380000	0.004251	0.000000
F1	4.450000	1.200000	0.004577	0.000000
F1	4.450000	1.220000	0.005229	0.000000
F1	4.450000	1.240000	0.004877	0.000000
F1	4.450000	1.260000	0.004353	0.000000
F1	4.450000	1.280000	0.004101	0.000000
F1	4.450000	1.300000	0.003992	0.000000
F1	4.450000	1.320000	0.003921	0.000000
F1	4.450000	1.340000	0.004008	0.000000
F1	4.450000	1.360000	0.004235	0.000000
F1	4.450000	1.380000	0.004115	0.000000
F1	4.500000	1.200000	0.004393	0.000000
F1	4.500000	1.220000	0.005020	0.000000
F1	4.500000	1.240000	0.004688	0.000000
F1	4.500000	1.260000	0.004191	0.000000
F1	4.500000	1.280000	0.003955	0.000000
F1	4.500000	1.300000	0.003856	0.000000
F1	4.500000	1.320000	0.003791	0.000000
F1	4.500000	1.340000	0.003878	0.000000
F1	4.500000	1.360000	0.004103	0.000000
F1	4.500000	1.380000	0.003984	0.000000
F1	4.550000	1.200000	0.004218	0.000000
F1	4.550000	1.220000	0.004821	0.000000
F1	4.550000	1.240000	0.004508	0.000000
F1	4.550000	1.260000	0.004037	0.000000
F1	4.550000	1.280000	0.003814	0.000000
F1	4.550000	1.300000	0.003726	0.000000
F1	4.550000	1.320000	0.003666	0.000000
F1	4.550000	1.340000	0.003753	0.000000
F1	4.550000	1.360000	0.003976	0.000000
F1	4.550000	1.380000	0.003858	0.000000
F1	4.600000	1.200000	0.004051	0.000000
F1	4.600000	1.220000	0.004631	0.000000
F1	4.600000	1.240000	0.004337	0.000000
F1	4.600000	1.260000	0.003889	0.000000
F1	4.600000	1.280000	0.003680	0.000000
F1	4.600000	1.300000	0.003601	0.000000
F1	4.600000	1.320000	0.003546	0.000000
F1	4.600000	1.340000	0.003632	0.000000
F1	4.600000	1.360000	0.003853	0.000000
F1	4.600000	1.380000	0.003737	0.000000
F1	4.650000	1.200000	0.003891	0.000000
F1	4.650000	1.220000	0.004449	0.000000
F1	4.650000	1.240000	0.004172	0.000000
F1	4.650000	1.260000	0.003748	0.000000
F1	4.650000	1.280000	0.003551	0.000000
F1	4.650000	1.300000	0.003481	0.000000
F1	4.650000	1.320000	0.003431	0.000000
F1	4.650000	1.340000	0.003517	0.000000
F1	4.650000	1.360000	0.003735	0.000000
F1	4.650000	1.380000	0.003620	0.000000
F1	4.700000	1.200000	0.003739	0.000000
F1	4.700000	1.220000	0.004277	0.000000
F1	4.700000	1.240000	0.004016	0.000000
F1	4.700000	1.260000	0.003612	0.000000
F1	4.700000	1.280000	0.003428	0.000000
F1	4.700000	1.300000	0.003365	0.000000
F1	4.700000	1.320000	0.003320	0.000000
F1	4.700000	1.340000	0.003405	0.000000
F1	4.700000	1.360000	0.003621	0.000000
F1	4.700000	1.380000	0.003507	0.000000
F1	4.750000	1.200000	0.003595	0.000000
F1	4.750000	1.220000	0.004112	0.000000
F1	4.750000	1.240000	0.003866	0.000000
F1	4.750000	1.260000	0.003483	0.000000
F1	4.750000	1.280000	0.003309	0.000000
F1	4.750000	1.300000	0.003254	0.000000
