Channel	Q^2	W, GeV	Quantity	Uncertainty
F2	1.850000	1.480000	0.052629	0.000000
F2	1.850000	1.500000	0.061145	0.000000
F2	1.850000	1.520000	0.063837	0.000000
F2	1.850000	1.540000	0.057073	0.000000
F2	1.850000	1.560000	0.048104	0.000000
F2	1.850000	1.580000	0.043372	0.000000
F2	1.850000	1.600000	0.039981	0.000000
F2	1.850000	1.620000	0.038403	0.000000
F2	1.850000	1.640000	0.040275	0.000000
F2	1.850000	1.660000	0.044519	0.000000
F2	1.850000	1.680000	0.048318	0.000000
F2	1.900000	1.200000	0.018264	0.000000
F2	1.900000	1.220000	0.022998	0.000000
F2	1.900000	1.240000	0.026103	0.000000
F2	1.900000	1.260000	0.029080	0.000000
F2	1.900000	1.280000	0.029612	0.000000
F2	1.900000	1.300000	0.028801	0.000000
F2	1.900000	1.320000	0.031389	0.000000
F2	1.900000	1.340000	0.034346	0.000000
F2	1.900000	1.360000	0.035648	0.000000
F2	1.900000	1.380000	0.036446	0.000000
F2	1.900000	1.400000	0.036516	0.000000
F2	1.900000	1.420000	0.037111	0.000000
F2	1.900000	1.440000	0.040001	0.000000
F2	1.900000	1.460000	0.044912	0.000000
F2	1.900000	1.480000	0.053892	0.000000
F2	1.900000	1.500000	0.062438	0.000000
F2	1.900000	1.520000	0.064603	0.000000
F2	1.900000	1.540000	0.057793	0.000000
F2	1.900000	1.560000	0.049223	0.000000
F2	1.900000	1.580000	0.044560	0.000000
F2	1.900000	1.600000	0.041286	0.000000
F2	1.900000	1.620000	0.039994	0.000000
F2	1.900000	1.640000	0.042020	0.000000
F2	1.900000	1.660000	0.046330	0.000000
F2	1.900000	1.680000	0.050220	0.000000
F2	1.950000	1.200000	0.018215	0.000000
F2	1.950000	1.220000	0.022861	0.000000
F2	1.950000	1.240000	0.025864	0.000000
F2	1.950000	1.260000	0.028592	0.000000
F2	1.950000	1.280000	0.029149	0.000000
F2	1.950000	1.300000	0.028644	0.000000
F2	1.950000	1.320000	0.031137	0.000000
F2	1.950000	1.340000	0.033930	0.000000
F2	1.950000	1.360000	0.035295	0.000000
F2	1.950000	1.380000	0.036128	0.000000
F2	1.950000	1.400000	0.036391	0.000000
F2	1.950000	1.420000	0.037212	0.000000
F2	1.950000	1.440000	0.040168	0.000000
F2	1.950000	1.460000	0.045382	0.000000
F2	1.950000	1.480000	0.054724	0.000000
F2	1.950000	1.500000	0.063259	0.000000
F2	1.950000	1.520000	0.064967	0.000000
F2	1.950000	1.540000	0.058153	0.000000
F2	1.950000	1.560000	0.049967	0.000000
F2	1.950000	1.580000	0.045385	0.000000
F2	1.950000	1.600000	0.042229	0.000000
F2	1.950000	1.620000	0.041188	0.000000
F2	1.950000	1.640000	0.043338	0.000000
F2	1.950000	1.660000	0.047685	0.000000
F2	1.950000	1.680000	0.051639	0.000000
F2	2.000000	1.200000	0.018058	0.000000
F2	2.000000	1.220000	0.022602	0.000000
F2	2.000000	1.240000	0.025507	0.000000
F2	2.000000	1.260000	0.028016	0.000000
F2	2.000000	1.280000	0.028598	0.000000
F2	2.000000	1.300000	0.028360	0.000000
F2	2.000000	1.320000	0.030766	0.000000
F2	2.000000	1.340000	0.033411	0.000000
F2	2.000000	1.360000	0.034826	0.000000
F2	2.000000	1.380000	0.035689	0.000000
F2	2.000000	1.400000	0.036118	0.000000
F2	2.000000	1.420000	0.037130	0.000000
F2	2.000000	1.440000	0.040132	0.000000
F2	2.000000	1.460000	0.045584	0.000000
F2	2.000000	1.480000	0.055194	0.000000
F2	2.000000	1.500000	0.063684	0.000000
F2	2.000000	1.520000	0.064997	0.000000
F2	2.000000	1.540000	0.058214	0.000000
F2	2.000000	1.560000	0.050395	0.000000
F2	2.000000	1.580000	0.045906	0.000000
F2	2.000000	1.600000	0.042865	0.000000
F2	2.000000	1.620000	0.042046	0.000000
F2	2.000000	1.640000	0.044293	0.000000
F2	2.000000	1.660000	0.048653	0.000000
F2	2.000000	1.680000	0.052645	0.000000
F2	2.050000	1.200000	0.017818	0.000000
F2	2.050000	1.220000	0.022250	0.000000
F2	2.050000	1.240000	0.025057	0.000000
F2	2.050000	1.260000	0.027375	0.000000
F2	2.050000	1.280000	0.027980	0.000000
F2	2.050000	1.300000	0.027974	0.000000
F2	2.050000	1.320000	0.030301	0.000000
F2	2.050000	1.340000	0.032812	0.000000
F2	2.050000	1.360000	0.034267	0.000000
F2	2.050000	1.380000	0.035154	0.000000
F2	2.050000	1.400000	0.035725	0.000000
F2	2.050000	1.420000	0.036899	0.000000
F2	2.050000	1.440000	0.039928	0.000000
F2	2.050000	1.460000	0.045562	0.000000
F2	2.050000	1.480000	0.055361	0.000000
F2	2.050000	1.500000	0.063778	0.000000
F2	2.050000	1.520000	0.064749	0.000000
F2	2.050000	1.540000	0.058025	0.000000
F2	2.050000	1.560000	0.050558	0.000000
F2	2.050000	1.580000	0.046170	0.000000
F2	2.050000	1.600000	0.043243	0.000000
F2	2.050000	1.620000	0.042618	0.000000
F2	2.050000	1.640000	0.044940	0.000000
F2	2.050000	1.660000	0.049292	0.000000
F2	2.050000	1.680000	0.053301	0.000000
F2	2.100000	1.200000	0.017511	0.000000
F2	2.100000	1.220000	0.021826	0.000000
F2	2.100000	1.240000	0.024538	0.000000
F2	2.100000	1.260000	0.026686	0.000000
F2	2.100000	1.280000	0.027314	0.000000
F2	2.100000	1.300000	0.027509	0.000000
F2	2.100000	1.320000	0.029762	0.000000
F2	2.100000	1.340000	0.032152	0.000000
F2	2.100000	1.360000	0.033637	0.000000
F2	2.100000	1.380000	0.034543	0.000000
F2	2.100000	1.400000	0.035236	0.000000
F2	2.100000	1.420000	0.036545	0.000000
F2	2.100000	1.440000	0.039587	0.000000
F2	2.100000	1.460000	0.045354	0.000000
F2	2.100000	1.480000	0.055276	0.000000
F2	2.100000	1.500000	0.063595	0.000000
F2	2.100000	1.520000	0.064272	0.000000
F2	2.100000	1.540000	0.057630	0.000000
F2	2.100000	1.560000	0.050499	0.000000
F2	2.100000	1.580000	0.046218	0.000000
F2	2.100000	1.600000	0.043402	0.000000
F2	2.100000	1.620000	0.042948	0.000000
F2	2.100000	1.640000	0.045324	0.000000
F2	2.100000	1.660000	0.049653	0.000000
F2	2.100000	1.680000	0.053662	0.000000
F2	2.150000	1.200000	0.017155	0.000000
F2	2.150000	1.220000	0.021348	0.000000
F2	2.150000	1.240000	0.023968	0.000000
F2	2.150000	1.260000	0.025966	0.000000
F2	2.150000	1.280000	0.026613	0.000000
F2	2.150000	1.300000	0.026983	0.000000
F2	2.150000	1.320000	0.029167	0.000000
F2	2.150000	1.340000	0.031446	0.000000
F2	2.150000	1.360000	0.032953	0.000000
F2	2.150000	1.380000	0.033874	0.000000
F2	2.150000	1.400000	0.034670	0.000000
F2	2.150000	1.420000	0.036092	0.000000
F2	2.150000	1.440000	0.039133	0.000000
F2	2.150000	1.460000	0.044993	0.000000
F2	2.150000	1.480000	0.054980	0.000000
F2	2.150000	1.500000	0.063182	0.000000
F2	2.150000	1.520000	0.063605	0.000000
F2	2.150000	1.540000	0.057064	0.000000
F2	2.150000	1.560000	0.050255	0.000000
F2	2.150000	1.580000	0.046086	0.000000
F2	2.150000	1.600000	0.043377	0.000000
F2	2.150000	1.620000	0.043073	0.000000
F2	2.150000	1.640000	0.045488	0.000000
F2	2.150000	1.660000	0.049779	0.000000
F2	2.150000	1.680000	0.053771	0.000000
F2	2.200000	1.200000	0.016762	0.000000
F2	2.200000	1.220000	0.020830	0.000000
F2	2.200000	1.240000	0.023360	0.000000
F2	2.200000	1.260000	0.025224	0.000000
F2	2.200000	1.280000	0.025890	0.000000
F2	2.200000	1.300000	0.026411	0.000000
F2	2.200000	1.320000	0.028530	0.000000
F2	2.200000	1.340000	0.030707	0.000000
F2	2.200000	1.360000	0.032229	0.000000
F2	2.200000	1.380000	0.033161	0.000000
F2	2.200000	1.400000	0.034044	0.000000
F2	2.200000	1.420000	0.035558	0.000000
F2	2.200000	1.440000	0.038588	0.000000
F2	2.200000	1.460000	0.044505	0.000000
F2	2.200000	1.480000	0.054509	0.000000
F2	2.200000	1.500000	0.062581	0.000000
F2	2.200000	1.520000	0.062784	0.000000
F2	2.200000	1.540000	0.056359	0.000000
F2	2.200000	1.560000	0.049857	0.000000
F2	2.200000	1.580000	0.045801	0.000000
F2	2.200000	1.600000	0.043198	0.000000
F2	2.200000	1.620000	0.043026	0.000000
F2	2.200000	1.640000	0.045464	0.000000
F2	2.200000	1.660000	0.049706	0.000000
F2	2.200000	1.680000	0.053669	0.000000
F2	2.250000	1.200000	0.016341	0.000000
F2	2.250000	1.220000	0.020283	0.000000
F2	2.250000	1.240000	0.022727	0.000000
F2	2.250000	1.260000	0.024472	0.000000
F2	2.250000	1.280000	0.025153	0.000000
F2	2.250000	1.300000	0.025804	0.000000
F2	2.250000	1.320000	0.027862	0.000000
F2	2.250000	1.340000	0.029945	0.000000
F2	2.250000	1.360000	0.031476	0.000000
F2	2.250000	1.380000	0.032415	0.000000
F2	2.250000	1.400000	0.033371	0.000000
F2	2.250000	1.420000	0.034962	0.000000
F2	2.250000	1.440000	0.037970	0.000000
F2	2.250000	1.460000	0.043914	0.000000
F2	2.250000	1.480000	0.053895	0.000000
F2	2.250000	1.500000	0.061822	0.000000
F2	2.250000	1.520000	0.061838	0.000000
F2	2.250000	1.540000	0.055539	0.000000
F2	2.250000	1.560000	0.049331	0.000000
F2	2.250000	1.580000	0.045391	0.000000
F2	2.250000	1.600000	0.042890	0.000000
F2	2.250000	1.620000	0.042833	0.000000
F2	2.250000	1.640000	0.045283	0.000000
F2	2.250000	1.660000	0.049466	0.000000
F2	2.250000	1.680000	0.053390	0.000000
F2	2.300000	1.200000	0.015902	0.000000
F2	2.300000	1.220000	0.019718	0.000000
F2	2.300000	1.240000	0.022078	0.000000
F2	2.300000	1.260000	0.023716	0.000000
F2	2.300000	1.280000	0.024411	0.000000
F2	2.300000	1.300000	0.025174	0.000000
F2	2.300000	1.320000	0.027173	0.000000
F2	2.300000	1.340000	0.029169	0.000000
F2	2.300000	1.360000	0.030704	0.000000
F2	2.300000	1.380000	0.031647	0.000000
F2	2.300000	1.400000	0.032664	0.000000
F2	2.300000	1.420000	0.034314	0.000000
F2	2.300000	1.440000	0.037295	0.000000
F2	2.300000	1.460000	0.043240	0.000000
F2	2.300000	1.480000	0.053163	0.000000
F2	2.300000	1.500000	0.060936	0.000000
F2	2.300000	1.520000	0.060790	0.000000
F2	2.300000	1.540000	0.054629	0.000000
F2	2.300000	1.560000	0.048701	0.000000
F2	2.300000	1.580000	0.044878	0.000000
F2	2.300000	1.600000	0.042474	0.000000
F2	2.300000	1.620000	0.042518	0.000000
F2	2.300000	1.640000	0.044969	0.000000
F2	2.300000	1.660000	0.049087	0.000000
F2	2.300000	1.680000	0.052962	0.000000
F2	2.350000	1.200000	0.015451	0.000000
F2	2.350000	1.220000	0.019141	0.000000
F2	2.350000	1.240000	0.021420	0.000000
F2	2.350000	1.260000	0.022963	0.000000
F2	2.350000	1.280000	0.023669	0.000000
F2	2.350000	1.300000	0.024528	0.000000
F2	2.350000	1.320000	0.026471	0.000000
F2	2.350000	1.340000	0.028387	0.000000
F2	2.350000	1.360000	0.029920	0.000000
F2	2.350000	1.380000	0.030864	0.000000
F2	2.350000	1.400000	0.031931	0.000000
F2	2.350000	1.420000	0.033629	0.000000
F2	2.350000	1.440000	0.036574	0.000000
F2	2.350000	1.460000	0.042499	0.000000
F2	2.350000	1.480000	0.052336	0.000000
F2	2.350000	1.500000	0.059947	0.000000
F2	2.350000	1.520000	0.059664	0.000000
F2	2.350000	1.540000	0.053646	0.000000
F2	2.350000	1.560000	0.047985	0.000000
F2	2.350000	1.580000	0.044278	0.000000
F2	2.350000	1.600000	0.041970	0.000000
F2	2.350000	1.620000	0.042102	0.000000
F2	2.350000	1.640000	0.044546	0.000000
F2	2.350000	1.660000	0.048590	0.000000
F2	2.350000	1.680000	0.052410	0.000000
F2	2.400000	1.200000	0.014994	0.000000
F2	2.400000	1.220000	0.018560	0.000000
F2	2.400000	1.240000	0.020761	0.000000
F2	2.400000	1.260000	0.022217	0.000000
F2	2.400000	1.280000	0.022933	0.000000
F2	2.400000	1.300000	0.023873	0.000000
F2	2.400000	1.320000	0.025763	0.000000
F2	2.400000	1.340000	0.027603	0.000000
F2	2.400000	1.360000	0.029131	0.000000
F2	2.400000	1.380000	0.030074	0.000000
F2	2.400000	1.400000	0.031182	0.000000
F2	2.400000	1.420000	0.032914	0.000000
F2	2.400000	1.440000	0.035820	0.000000
F2	2.400000	1.460000	0.041706	0.000000
F2	2.400000	1.480000	0.051433	0.000000
F2	2.400000	1.500000	0.058876	0.000000
F2	2.400000	1.520000	0.058475	0.000000
F2	2.400000	1.540000	0.052606	0.000000
F2	2.400000	1.560000	0.047200	0.000000
F2	2.400000	1.580000	0.043609	0.000000
F2	2.400000	1.600000	0.041392	0.000000
F2	2.400000	1.620000	0.041602	0.000000
F2	2.400000	1.640000	0.044030	0.000000
F2	2.400000	1.660000	0.047997	0.000000
F2	2.400000	1.680000	0.051755	0.000000
F2	2.450000	1.200000	0.014534	0.000000
F2	2.450000	1.220000	0.017979	0.000000
F2	2.450000	1.240000	0.020105	0.000000
F2	2.450000	1.260000	0.021482	0.000000
F2	2.450000	1.280000	0.022205	0.000000
F2	2.450000	1.300000	0.023214	0.000000
F2	2.450000	1.320000	0.025054	0.000000
F2	2.450000	1.340000	0.026824	0.000000
F2	2.450000	1.360000	0.028342	0.000000
F2	2.450000	1.380000	0.029282	0.000000
F2	2.450000	1.400000	0.030421	0.000000
F2	2.450000	1.420000	0.032180	0.000000
F2	2.450000	1.440000	0.035040	0.000000
F2	2.450000	1.460000	0.040873	0.000000
F2	2.450000	1.480000	0.050469	0.000000
F2	2.450000	1.500000	0.057740	0.000000
F2	2.450000	1.520000	0.057240	0.000000
F2	2.450000	1.540000	0.051524	0.000000
F2	2.450000	1.560000	0.046361	0.000000
F2	2.450000	1.580000	0.042884	0.000000
F2	2.450000	1.600000	0.040755	0.000000
F2	2.450000	1.620000	0.041032	0.000000
F2	2.450000	1.640000	0.043439	0.000000
F2	2.450000	1.660000	0.047325	0.000000
F2	2.450000	1.680000	0.051017	0.000000
F2	2.500000	1.200000	0.014076	0.000000
F2	2.500000	1.220000	0.017402	0.000000
F2	2.500000	1.240000	0.019455	0.000000
F2	2.500000	1.260000	0.020762	0.000000
F2	2.500000	1.280000	0.021490	0.000000
F2	2.500000	1.300000	0.022557	0.000000
F2	2.500000	1.320000	0.024347	0.000000
F2	2.500000	1.340000	0.026051	0.000000
F2	2.500000	1.360000	0.027558	0.000000
F2	2.500000	1.380000	0.028492	0.000000
F2	2.500000	1.400000	0.029656	0.000000
F2	2.500000	1.420000	0.031432	0.000000
F2	2.500000	1.440000	0.034243	0.000000
F2	2.500000	1.460000	0.040009	0.000000
F2	2.500000	1.480000	0.049459	0.000000
F2	2.500000	1.500000	0.056555	0.000000
F2	2.500000	1.520000	0.055971	0.000000
F2	2.500000	1.540000	0.050410	0.000000
F2	2.500000	1.560000	0.045478	0.000000
F2	2.500000	1.580000	0.042114	0.000000
F2	2.500000	1.600000	0.040070	0.000000
F2	2.500000	1.620000	0.040406	0.000000
F2	2.500000	1.640000	0.042786	0.000000
F2	2.500000	1.660000	0.046588	0.000000
F2	2.500000	1.680000	0.050210	0.000000
F2	2.550000	1.200000	0.013622	0.000000
F2	2.550000	1.220000	0.016833	0.000000
F2	2.550000	1.240000	0.018815	0.000000
F2	2.550000	1.260000	0.020057	0.000000
F2	2.550000	1.280000	0.020790	0.000000
F2	2.550000	1.300000	0.021904	0.000000
F2	2.550000	1.320000	0.023647	0.000000
F2	2.550000	1.340000	0.025289	0.000000
F2	2.550000	1.360000	0.026781	0.000000
F2	2.550000	1.380000	0.027708	0.000000
F2	2.550000	1.400000	0.028891	0.000000
F2	2.550000	1.420000	0.030675	0.000000
F2	2.550000	1.440000	0.033435	0.000000
F2	2.550000	1.460000	0.039124	0.000000
F2	2.550000	1.480000	0.048414	0.000000
F2	2.550000	1.500000	0.055334	0.000000
F2	2.550000	1.520000	0.054680	0.000000
F2	2.550000	1.540000	0.049274	0.000000
F2	2.550000	1.560000	0.044564	0.000000
F2	2.550000	1.580000	0.041311	0.000000
F2	2.550000	1.600000	0.039348	0.000000
F2	2.550000	1.620000	0.039733	0.000000
F2	2.550000	1.640000	0.042083	0.000000
F2	2.550000	1.660000	0.045799	0.000000
F2	2.550000	1.680000	0.049349	0.000000
F2	2.600000	1.200000	0.013174	0.000000
F2	2.600000	1.220000	0.016273	0.000000
F2	2.600000	1.240000	0.018188	0.000000
F2	2.600000	1.260000	0.019370	0.000000
F2	2.600000	1.280000	0.020105	0.000000
F2	2.600000	1.300000	0.021259	0.000000
F2	2.600000	1.320000	0.022957	0.000000
F2	2.600000	1.340000	0.024539	0.000000
F2	2.600000	1.360000	0.026014	0.000000
F2	2.600000	1.380000	0.026933	0.000000
F2	2.600000	1.400000	0.028129	0.000000
F2	2.600000	1.420000	0.029916	0.000000
F2	2.600000	1.440000	0.032622	0.000000
F2	2.600000	1.460000	0.038224	0.000000
F2	2.600000	1.480000	0.047344	0.000000
F2	2.600000	1.500000	0.054087	0.000000
F2	2.600000	1.520000	0.053375	0.000000
F2	2.600000	1.540000	0.048125	0.000000
F2	2.600000	1.560000	0.043625	0.000000
F2	2.600000	1.580000	0.040480	0.000000
F2	2.600000	1.600000	0.038596	0.000000
F2	2.600000	1.620000	0.039025	0.000000
F2	2.600000	1.640000	0.041341	0.000000
F2	2.600000	1.660000	0.044970	0.000000
F2	2.600000	1.680000	0.048444	0.000000
F2	2.650000	1.200000	0.012735	0.000000
F2	2.650000	1.220000	0.015724	0.000000
F2	2.650000	1.240000	0.017574	0.000000
F2	2.650000	1.260000	0.018702	0.000000
F2	2.650000	1.280000	0.019439	0.000000
F2	2.650000	1.300000	0.020624	0.000000
F2	2.650000	1.320000	0.022277	0.000000
F2	2.650000	1.340000	0.023805	0.000000
F2	2.650000	1.360000	0.025261	0.000000
F2	2.650000	1.380000	0.026169	0.000000
F2	2.650000	1.400000	0.027373	0.000000
F2	2.650000	1.420000	0.029158	0.000000
F2	2.650000	1.440000	0.031807	0.000000
F2	2.650000	1.460000	0.037317	0.000000
F2	2.650000	1.480000	0.046258	0.000000
F2	2.650000	1.500000	0.052823	0.000000
F2	2.650000	1.520000	0.052064	0.000000
F2	2.650000	1.540000	0.046969	0.000000
F2	2.650000	1.560000	0.042670	0.000000
F2	2.650000	1.580000	0.039632	0.000000
F2	2.650000	1.600000	0.037822	0.000000
F2	2.650000	1.620000	0.038288	0.000000
F2	2.650000	1.640000	0.040567	0.000000
F2	2.650000	1.660000	0.044108	0.000000
F2	2.650000	1.680000	0.047507	0.000000
F2	2.700000	1.200000	0.012305	0.000000
F2	2.700000	1.220000	0.015189	0.000000
F2	2.700000	1.240000	0.016976	0.000000
F2	2.700000	1.260000	0.018054	0.000000
F2	2.700000	1.280000	0.018790	0.000000
F2	2.700000	1.300000	0.020001	0.000000
F2	2.700000	1.320000	0.021611	0.000000
F2	2.700000	1.340000	0.023086	0.000000
F2	2.700000	1.360000	0.024522	0.000000
F2	2.700000	1.380000	0.025419	0.000000
F2	2.700000	1.400000	0.026627	0.000000
F2	2.700000	1.420000	0.028404	0.000000
F2	2.700000	1.440000	0.030996	0.000000
F2	2.700000	1.460000	0.036406	0.000000
F2	2.700000	1.480000	0.045162	0.000000
F2	2.700000	1.500000	0.051551	0.000000
F2	2.700000	1.520000	0.050753	0.000000
F2	2.700000	1.540000	0.045813	0.000000
F2	2.700000	1.560000	0.041704	0.000000
F2	2.700000	1.580000	0.038770	0.000000
F2	2.700000	1.600000	0.037032	0.000000
F2	2.700000	1.620000	0.037531	0.000000
F2	2.700000	1.640000	0.039770	0.000000
F2	2.700000	1.660000	0.043223	0.000000
F2	2.700000	1.680000	0.046545	0.000000
F2	2.750000	1.200000	0.011886	0.000000
F2	2.750000	1.220000	0.014667	0.000000
F2	2.750000	1.240000	0.016395	0.000000
F2	2.750000	1.260000	0.017426	0.000000
F2	2.750000	1.280000	0.018161	0.000000
F2	2.750000	1.300000	0.019390	0.000000
F2	2.750000	1.320000	0.020959	0.000000
F2	2.750000	1.340000	0.022385	0.000000
F2	2.750000	1.360000	0.023799	0.000000
F2	2.750000	1.380000	0.024684	0.000000
F2	2.750000	1.400000	0.025891	0.000000
F2	2.750000	1.420000	0.027656	0.000000
F2	2.750000	1.440000	0.030190	0.000000
F2	2.750000	1.460000	0.035497	0.000000
F2	2.750000	1.480000	0.044062	0.000000
F2	2.750000	1.500000	0.050277	0.000000
F2	2.750000	1.520000	0.049449	0.000000
F2	2.750000	1.540000	0.044660	0.000000
F2	2.750000	1.560000	0.040735	0.000000
F2	2.750000	1.580000	0.037901	0.000000
F2	2.750000	1.600000	0.036232	0.000000
F2	2.750000	1.620000	0.036758	0.000000
F2	2.750000	1.640000	0.038956	0.000000
F2	2.750000	1.660000	0.042322	0.000000
F2	2.750000	1.680000	0.045565	0.000000
F2	2.800000	1.200000	0.011478	0.000000
F2	2.800000	1.220000	0.014160	0.000000
F2	2.800000	1.240000	0.015830	0.000000
F2	2.800000	1.260000	0.016818	0.000000
F2	2.800000	1.280000	0.017551	0.000000
F2	2.800000	1.300000	0.018795	0.000000
F2	2.800000	1.320000	0.020323	0.000000
F2	2.800000	1.340000	0.021701	0.000000
F2	2.800000	1.360000	0.023092	0.000000
F2	2.800000	1.380000	0.023965	0.000000
F2	2.800000	1.400000	0.025168	0.000000
F2	2.800000	1.420000	0.026918	0.000000
F2	2.800000	1.440000	0.029393	0.000000
F2	2.800000	1.460000	0.034592	0.000000
F2	2.800000	1.480000	0.042964	0.000000
F2	2.800000	1.500000	0.049006	0.000000
F2	2.800000	1.520000	0.048155	0.000000
F2	2.800000	1.540000	0.043516	0.000000
F2	2.800000	1.560000	0.039765	0.000000
F2	2.800000	1.580000	0.037029	0.000000
F2	2.800000	1.600000	0.035426	0.000000
F2	2.800000	1.620000	0.035974	0.000000
F2	2.800000	1.640000	0.038130	0.000000
F2	2.800000	1.660000	0.041409	0.000000
F2	2.800000	1.680000	0.044575	0.000000
F2	2.850000	1.200000	0.011081	0.000000
F2	2.850000	1.220000	0.013668	0.000000
F2	2.850000	1.240000	0.015283	0.000000
F2	2.850000	1.260000	0.016231	0.000000
F2	2.850000	1.280000	0.016960	0.000000
F2	2.850000	1.300000	0.018213	0.000000
F2	2.850000	1.320000	0.019702	0.000000
F2	2.850000	1.340000	0.021035	0.000000
F2	2.850000	1.360000	0.022403	0.000000
F2	2.850000	1.380000	0.023262	0.000000
F2	2.850000	1.400000	0.024460	0.000000
F2	2.850000	1.420000	0.026191	0.000000
F2	2.850000	1.440000	0.028606	0.000000
F2	2.850000	1.460000	0.033696	0.000000
F2	2.850000	1.480000	0.041872	0.000000
F2	2.850000	1.500000	0.047744	0.000000
F2	2.850000	1.520000	0.046875	0.000000
F2	2.850000	1.540000	0.042384	0.000000
F2	2.850000	1.560000	0.038798	0.000000
F2	2.850000	1.580000	0.036157	0.000000
F2	2.850000	1.600000	0.034618	0.000000
F2	2.850000	1.620000	0.035186	0.000000
F2	2.850000	1.640000	0.037298	0.000000
F2	2.850000	1.660000	0.040490	0.000000
F2	2.850000	1.680000	0.043579	0.000000
F2	2.900000	1.200000	0.010697	0.000000
F2	2.900000	1.220000	0.013192	0.000000
F2	2.900000	1.240000	0.014753	0.000000
F2	2.900000	1.260000	0.015664	0.000000
F2	2.900000	1.280000	0.016389	0.000000
F2	2.900000	1.300000	0.017647	0.000000
F2	2.900000	1.320000	0.019098	0.000000
F2	2.900000	1.340000	0.020388	0.000000
F2	2.900000	1.360000	0.021732	0.000000
F2	2.900000	1.380000	0.022577	0.000000
F2	2.900000	1.400000	0.023766	0.000000
F2	2.900000	1.420000	0.025476	0.000000
F2	2.900000	1.440000	0.027832	0.000000
F2	2.900000	1.460000	0.032810	0.000000
F2	2.900000	1.480000	0.040789	0.000000
F2	2.900000	1.500000	0.046493	0.000000
F2	2.900000	1.520000	0.045613	0.000000
F2	2.900000	1.540000	0.041267	0.000000
F2	2.900000	1.560000	0.037838	0.000000
F2	2.900000	1.580000	0.035290	0.000000
F2	2.900000	1.600000	0.033812	0.000000
F2	2.900000	1.620000	0.034395	0.000000
F2	2.900000	1.640000	0.036462	0.000000
F2	2.900000	1.660000	0.039570	0.000000
F2	2.900000	1.680000	0.042582	0.000000
F2	2.950000	1.200000	0.010325	0.000000
F2	2.950000	1.220000	0.012731	0.000000
F2	2.950000	1.240000	0.014240	0.000000
F2	2.950000	1.260000	0.015117	0.000000
F2	2.950000	1.280000	0.015837	0.000000
F2	2.950000	1.300000	0.017097	0.000000
