Channel	Q^2	W, GeV	Quantity	Uncertainty
pi+n	0.6	1.22	100.935019443923	2.9016801957227
pi+n	0.6	1.2	98.4518781310476	5.90813028488522
pi+n	0.65	1.4	25.9110862996905	1.80536090050928
pi+n	0.65	1.38	35.4792004107106	1.9134504661648
pi+n	0.65	1.36	37.8237423517415	1.50591525601694
pi+n	0.65	1.34	39.5694436874918	0.971579264072802
pi+n	0.65	1.32	44.2534434962919	1.37971298357014
pi+n	0.65	1.3	57.3236886098567	4.06882245688648
pi+n	0.65	1.28	66.7818055621055	4.12763689111484
pi+n	0.65	1.26	74.7905062171473	1.83248601223258
pi+n	0.65	1.24	87.6302559674367	2.00604893363843
pi+n	0.65	1.22	93.7538244174945	2.66761868085366
pi+n	0.65	1.2	91.2795627658931	5.42489344785189
pi+n	0.7	1.4	24.7187321097251	1.66136067366423
pi+n	0.7	1.38	33.4984512453383	1.76083233586346
pi+n	0.7	1.36	35.6835312453661	1.38734937757476
pi+n	0.7	1.34	37.3287088515898	0.897841321508747
pi+n	0.7	1.32	41.6791902825687	1.27323067703054
pi+n	0.7	1.3	53.7249821878092	3.74320771502622
pi+n	0.7	1.28	62.4578333587737	3.79686420689187
pi+n	0.7	1.26	69.8989709272885	1.68850965291665
pi+n	0.7	1.24	81.6989095239772	1.84753776252306
pi+n	0.7	1.22	87.2190651737696	2.45416916203728
pi+n	0.7	1.2	84.7508343015132	4.98419853191688
pi+n	0.75	1.4	23.6469674618866	1.53000016329336
pi+n	0.75	1.38	31.7041850016952	1.62143017816139
pi+n	0.75	1.36	33.7411966495977	1.27894628123534
pi+n	0.75	1.34	35.2922752810462	0.830394737328279
pi+n	0.75	1.32	39.33518193628	1.17570610777583
pi+n	0.75	1.3	50.4391364811095	3.44455256105108
pi+n	0.75	1.28	58.5040909713442	3.4932776192855
pi+n	0.75	1.26	65.4227945218744	1.55634914374404
pi+n	0.75	1.24	76.2661312177386	1.70199228387351
pi+n	0.75	1.22	81.2305172128536	2.25815585749142
pi+n	0.75	1.2	78.7671929615435	4.57956808207773
pi+n	0.8	1.4	22.675562898657	1.40922944203324
pi+n	0.8	1.38	30.0658892269392	1.49312735451236
pi+n	0.8	1.36	31.964808068832	1.17909853423891
pi+n	0.8	1.34	33.4276267092744	0.768255990949893
pi+n	0.8	1.32	37.1853564894467	1.08575993917817
pi+n	0.8	1.3	47.418091926545	3.16877288614713
pi+n	0.8	1.28	54.8646334322249	3.2128169787759
pi+n	0.8	1.26	61.3001327100192	1.43426206323862
pi+n	0.8	1.24	71.2588010554372	1.56752520975887
pi+n	0.8	1.22	75.7091221122292	2.07707033014919
pi+n	0.8	1.2	73.2505818443475	4.20586309635892
pi+n	0.85	1.4	21.788808571992	1.29744921177118
pi+n	0.85	1.38	28.5597736848533	1.37426847993123
pi+n	0.85	1.36	30.3294032453194	1.0865457299071
pi+n	0.85	1.34	31.7092710155442	0.710651859749018
pi+n	0.85	1.32	35.2013462720578	1.00230411685434
pi+n	0.85	1.3	44.6238844417262	2.91263480386416
pi+n	0.85	1.28	51.4950922080809	2.9522555158769
pi+n	0.85	1.26	57.4817454160965	1.32085860138973
pi+n	0.85	1.24	66.6184528581261	1.44262525760673
pi+n	0.85	1.22	70.591402238347	1.90889600790134
pi+n	0.85	1.2	68.1380826447282	3.85893689078186
pi+n	0.9	1.4	20.9742910246508	1.19338971060575
pi+n	0.9	1.38	27.1669640767566	1.26353611085451
pi+n	0.9	1.36	28.8151262845295	1.00028225238508
pi+n	0.9	1.34	30.1168754065454	0.656963880595356
pi+n	0.9	1.32	33.3604516039273	0.924465587032864
pi+n	0.9	1.3	42.0260146958753	2.67353424134498
pi+n	0.9	1.28	48.3596920110952	2.70898614171799
pi+n	0.9	1.26	53.9277881686966	1.21501220762975
pi+n	0.9	1.24	62.2975972257044	1.32606318392492
pi+n	0.9	1.22	65.8256119398474	1.75198713512332
pi+n	0.9	1.2	63.3782376201265	3.53539483991334
pi+n	0.95	1.4	20.2220504010954	1.09602716723549
pi+n	0.95	1.38	25.8722555165456	1.15986556014041
pi+n	0.95	1.36	27.4059409456022	0.91949346393499
pi+n	0.95	1.34	28.633975503184	0.606689859320281
pi+n	0.95	1.32	31.6442350389065	0.851533308375021
pi+n	0.95	1.3	39.5996177141066	2.44934339491405
pi+n	0.95	1.28	45.4291683957632	2.48087209299159
pi+n	0.95	1.26	50.6055639166414	1.1157969099982
pi+n	0.95	1.24	58.2571332655407	1.21682556852677
pi+n	0.95	1.22	61.3690140309231	1.6049830253592
pi+n	0.95	1.2	58.9284314848856	3.23242318096052
pi+n	1	1.4	19.5239863802431	1.00452481889466
pi+n	1	1.38	24.6632322999645	1.06238467460467
pi+n	1	1.36	26.0887206489062	0.843510519312174
pi+n	1	1.34	27.2470607432774	0.559416566066766
pi+n	1	1.32	30.037523127841	0.782920572515151
pi+n	1	1.3	37.3241591672946	2.23830122265663
pi+n	1	1.28	42.6792796278795	2.26614006160745
pi+n	1	1.26	47.487910391051	1.0224422983511
pi+n	1	1.24	54.4644836070175	1.11406704908827
pi+n	1	1.22	57.1859073847091	1.46674589652308
pi+n	1	1.2	54.7529848148306	2.94766421861607
pi+n	1.05	1.4	18.8734308350914	0.918190407980898
pi+n	1.05	1.38	23.5296334775727	0.97037037412827
pi+n	1.05	1.36	24.8525915399417	0.771777701482358
pi+n	1.05	1.34	25.944912888244	0.514799959780897
pi+n	1.05	1.32	28.5276827258492	0.718137647038013
pi+n	1.05	1.3	35.1824872918388	2.03893369774598
pi+n	1.05	1.28	40.08972087802	2.06330211250413
pi+n	1.05	1.26	44.5520190905773	0.934300514702376
pi+n	1.05	1.24	50.8922225818192	1.01707514679031
pi+n	1.05	1.22	53.2461690959993	1.3363148759071
pi+n	1.05	1.2	50.8217375956337	2.67912352204094
pi+n	1.1	1.4	18.2648347776373	0.836444984820883
pi+n	1.1	1.38	22.4628871238265	0.883216702578772
pi+n	1.1	1.36	23.6884494224356	0.703828367355507
pi+n	1.1	1.34	24.7181186682729	0.472550597250403
pi+n	1.1	1.32	27.1040865241781	0.656771539870338
pi+n	1.1	1.3	33.1601305079586	1.84999464254509
pi+n	1.1	1.28	37.6433171361348	1.87109756448377
pi+n	1.1	1.26	41.7785542478371	0.850821596567658
pi+n	1.1	1.24	47.5170485292856	0.925243885787704
pi+n	1.1	1.22	49.5241573838385	1.21287135105576
pi+n	1.1	1.2	47.1089782224854	2.42509968934675
pi+n	1.15	1.4	17.6935352295246	0.758799626002593
pi+n	1.15	1.38	21.4557627447471	0.800410947101865
pi+n	1.15	1.36	22.5885986006529	0.639266935892216
pi+n	1.15	1.34	23.5587047023441	0.432422686002443
pi+n	1.15	1.32	25.7577116982605	0.598470778734888
pi+n	1.15	1.3	31.2447683148811	1.67042109200665
pi+n	1.15	1.28	35.3254132449679	1.68844900387706
pi+n	1.15	1.26	39.1509846398254	0.771534752879044
pi+n	1.15	1.24	44.3190012381193	0.838053682745475
pi+n	1.15	1.22	45.9978726379492	1.09571244693381
pi+n	1.15	1.2	43.5926209620592	2.18413035752146
pi+n	1.2	1.4	17.1555790113678	0.684837796671001
pi+n	1.2	1.38	20.5021079420785	0.721515517038004
pi+n	1.2	1.36	21.5464777796191	0.577755195464213
pi+n	1.2	1.34	22.4598598701	0.394205745987258
pi+n	1.2	1.32	24.4808339467681	0.542933788467045
pi+n	1.2	1.3	29.4258266767313	1.49929910701443
pi+n	1.2	1.28	33.1234059580624	1.51442849189292
pi+n	1.2	1.26	36.6550692510757	0.696033932645705
pi+n	1.2	1.24	41.2808572774214	0.755055790714272
pi+n	1.2	1.22	42.6483066193311	0.984230431436077
pi+n	1.2	1.2	40.2535653842185	1.95495012037588
pi+n	1.25	1.4	16.6475877390786	0.61420180444037
pi+n	1.25	1.38	19.5966461732341	0.64615400343967
pi+n	1.25	1.36	20.5564491780499	0.519001750801115
pi+n	1.25	1.34	21.4157212828672	0.357718170589871
pi+n	1.25	1.32	23.2667910428295	0.48989989328616
pi+n	1.25	1.3	27.6941643653697	1.33583723154867
pi+n	1.25	1.28	31.0263800640251	1.34823124957884
pi+n	1.25	1.26	34.2784560329578	0.623966552528952
pi+n	1.25	1.24	38.3876565936377	0.675860106906743
pi+n	1.25	1.22	39.4589310881318	0.877896517874932
pi+n	1.25	1.2	37.075191247919	1.73645731794345
pi+n	1.3	1.4	16.1666531037295	0.546582264811749
pi+n	1.3	1.38	18.7348194874484	0.574000319539939
pi+n	1.3	1.36	19.6136342415122	0.462753787115794
pi+n	1.3	1.34	20.4212072161977	0.322802191754145
pi+n	1.3	1.32	22.1097978183617	0.43914226378512
pi+n	1.3	1.3	26.0418267840906	1.17934562758439
pi+n	1.3	1.28	29.0248219393442	1.18915491277127
pi+n	1.3	1.26	32.0103650766154	0.55502458473997
pi+n	1.3	1.24	35.6263274468104	0.600125503002162
pi+n	1.3	1.22	36.4152913055677	0.776247977694547
pi+n	1.3	1.2	34.0429557025189	1.52768753238133
pi+n	1.35	1.4	15.7102547152244	0.481709814086829
pi+n	1.35	1.38	17.9126648329819	0.504770143605775
pi+n	1.35	1.36	18.7137841895181	0.408790568476994
pi+n	1.35	1.34	19.4718852049361	0.289319897747429
pi+n	1.35	1.32	21.0047997394114	0.390462325015925
pi+n	1.35	1.3	24.4618505600341	1.02921948688325
pi+n	1.35	1.28	27.1103915201595	1.03658299449915
pi+n	1.35	1.26	29.8413356722575	0.488937433239337
pi+n	1.35	1.24	32.98538603906	0.527552073241471
pi+n	1.35	1.22	33.5046794951369	0.678877779198904
pi+n	1.35	1.2	31.1440688028601	1.32779222117369
pi+n	1.4	1.4	15.2761949716924	0.419348521136272
pi+n	1.4	1.38	17.1267157431529	0.438214104519744
pi+n	1.4	1.36	17.8531769355223	0.356918250906652
pi+n	1.4	1.34	18.5638668050968	0.257150050277089
pi+n	1.4	1.32	19.9473558100927	0.343685276525434
pi+n	1.4	1.3	22.9481068245687	0.884925706117689
pi+n	1.4	1.28	25.2757389171035	0.889971566531381
pi+n	1.4	1.26	27.7630223365654	0.425466182152537
pi+n	1.4	1.24	30.4546935903822	0.457874858939489
pi+n	1.4	1.22	30.715870022968	0.585426177722677
pi+n	1.4	1.2	28.3672296916413	1.13602133307463
pi+n	1.45	1.4	14.8625469263757	0.359290598518515
pi+n	1.45	1.38	16.3739234344711	0.374112302137432
pi+n	1.45	1.36	17.0285342101582	0.306965704021937
pi+n	1.45	1.34	17.6937228191458	0.226185515843423
pi+n	1.45	1.32	18.9335440301324	0.298656468700957
pi+n	1.45	1.3	21.4951743249145	0.745992081537833
pi+n	1.45	1.28	23.5143555482543	0.748838432992003
pi+n	1.45	1.26	25.7680288124836	0.364398909439204
pi+n	1.45	1.24	28.0252581079869	0.390858722718405
pi+n	1.45	1.22	28.038902756745	0.495573830381182
pi+n	1.45	1.2	25.702410296377	0.951709045614862
pi+n	1.5	1.4	14.4676121844001	0.301352118279183
pi+n	1.5	1.38	15.6515929149521	0.312269861189518
pi+n	1.5	1.36	16.2369543305911	0.25878111485262
pi+n	1.5	1.34	16.8584143961998	0.196331174270973
pi+n	1.5	1.32	17.9598843858351	0.255238445797738
pi+n	1.5	1.3	20.0982357889666	0.611998470198141
pi+n	1.5	1.28	21.8204522512124	0.612754254133617
pi+n	1.5	1.26	23.8497718310193	0.305546836398104
pi+n	1.5	1.24	25.6890712945434	0.326294127509864
pi+n	1.5	1.22	25.4649044224791	0.409036114205499
pi+n	1.5	1.2	23.1406766142075	0.774261973751338
pi+n	1.55	1.4	14.089886617196	0.245369512481004
pi+n	1.55	1.38	14.9573308162801	0.252513293625848
pi+n	1.55	1.36	15.4758572095462	0.212229204452477
pi+n	1.55	1.34	16.0552365723284	0.167502201715004
pi+n	1.55	1.32	17.0232756096875	0.213308513282586
pi+n	1.55	1.3	18.7529925986272	0.482569501632714
pi+n	1.55	1.28	20.1888586929729	0.481335211478089
pi+n	1.55	1.26	22.0023684306565	0.248741139478345
pi+n	1.55	1.24	23.438973351863	0.263993634468834
pi+n	1.55	1.22	22.9859402143498	0.32555840313417
pi+n	1.55	1.2	20.6740400060384	0.60314935275163
pi+n	1.6	1.4	13.7280322272381	0.191196692458937
pi+n	1.6	1.38	14.289002469099	0.194687499308769
pi+n	1.6	1.36	14.7429390293429	0.167188929145403
pi+n	1.6	1.34	15.2817716510305	0.139622650319729
pi+n	1.6	1.32	16.1209428536842	0.172756721409295
pi+n	1.6	1.3	17.4555940130738	0.357368523342185
pi+n	1.6	1.28	18.614939748281	0.354236902494773
pi+n	1.6	1.26	20.2205420936794	0.193830291678584
pi+n	1.6	1.24	21.2685401281275	0.203788977226693
pi+n	1.6	1.22	20.5948897019676	0.244912115679911
pi+n	1.6	1.2	18.2953326527731	0.437894811660627
pi+n	1.65	1.4	13.3808538935471	0.138702660210001
pi+n	1.65	1.38	13.6446963294737	0.138653275192553
pi+n	1.65	1.36	14.0361346147492	0.123551568425421
pi+n	1.65	1.34	14.5358504354596	0.112624264941772
pi+n	1.65	1.32	15.2503940888883	0.133484182110425
pi+n	1.65	1.3	16.2025780552341	0.236092536633182
pi+n	1.65	1.28	17.0945255131638	0.231149224475453
pi+n	1.65	1.26	18.4995440397162	0.140677830981467
pi+n	1.65	1.24	19.1719883099052	0.145528601999708
pi+n	1.65	1.22	18.2853424093057	0.166891387002421
pi+n	1.65	1.2	15.9981026179831	0.278069438243839
pi+n	1.7	1.4	13.0472800219961	0.0877695144485996
pi+n	1.7	1.38	13.0226942996535	0.0842852328773672
pi+n	1.7	1.36	13.3535859886161	0.0812191238729374
pi+n	1.7	1.34	13.8155197769	0.0864454908713256
pi+n	1.7	1.32	14.4093835388743	0.0954016549783413
pi+n	1.7	1.3	14.9908218228421	0.118467933797307
pi+n	1.7	1.28	15.6238523624081	0.111792060573499
pi+n	1.7	1.26	16.8350868242568	0.0891604758204225
pi+n	1.7	1.24	17.1440952989966	0.0890755871264555
pi+n	1.7	1.22	16.0515094391182	0.0913102506423808
pi+n	1.7	1.2	13.7765249355081	0.123285900109862
pi+n	1.75	1.68	12.3431329161471	0.0533113423874524
pi+n	1.75	1.66	11.6960495279805	0.050197048103558
pi+n	1.75	1.64	11.0836091939534	0.0501642704527836
pi+n	1.75	1.62	10.5448628686826	0.0498662638608012
pi+n	1.75	1.6	10.7678399748887	0.0541417661022668
pi+n	1.75	1.58	11.8971453818593	0.0579739324076605
pi+n	1.75	1.56	13.7430049405277	0.0586757011805033
pi+n	1.75	1.54	16.5387395731929	0.0653061662542595
pi+n	1.75	1.52	19.3690288643831	0.0731685202464771
pi+n	1.75	1.5	20.2613214678554	0.0766538957634293
pi+n	1.75	1.48	18.0759229197688	0.0693412397690037
pi+n	1.75	1.46	14.9642764055379	0.060103635307236
pi+n	1.75	1.44	13.2120773685623	0.0572634780818145
pi+n	1.75	1.42	12.7540635740026	0.0626666434051736
pi+n	1.75	1.4	12.5983372820232	0.0671080414127113
pi+n	1.75	1.38	12.4931802800515	0.0626222851711803
pi+n	1.75	1.36	12.804888760526	0.064317795940768
pi+n	1.75	1.34	13.2101079163772	0.0756536068187576
pi+n	1.75	1.32	13.6775493506287	0.0789972154892445
pi+n	1.75	1.3	14.0660177167604	0.070363762570063
pi+n	1.75	1.28	14.6043635091913	0.0675650154723986
pi+n	1.75	1.26	15.677140667405	0.0717024841623852
pi+n	1.75	1.24	15.8303213818367	0.0663021629332081
pi+n	1.75	1.22	14.7567473315085	0.061918121748943
pi+n	1.75	1.2	12.5641171459976	0.0628060175807447
pi+n	1.8	1.68	11.6710637329287	0.0531113659656758
pi+n	1.8	1.66	11.0705465515828	0.0501442492975201
pi+n	1.8	1.64	10.4822621935539	0.0495369111245734
pi+n	1.8	1.62	10.0077051644449	0.0496714407234196
pi+n	1.8	1.6	10.249552522279	0.0538331580656284
pi+n	1.8	1.58	11.3193612325862	0.057343637603244
pi+n	1.8	1.56	13.0820625213746	0.0587423347555771
pi+n	1.8	1.54	15.6950488096877	0.065434307655418
pi+n	1.8	1.52	18.3591343846359	0.0727231195412523
pi+n	1.8	1.5	19.2418139003716	0.075888896802499
pi+n	1.8	1.48	17.193558261819	0.0689511302965522
pi+n	1.8	1.46	14.2706708814973	0.060282655901607
pi+n	1.8	1.44	12.6294275537669	0.057563002609028
pi+n	1.8	1.42	12.1895434025258	0.0622024805205331
pi+n	1.8	1.4	12.0804371520277	0.0659776780522885
pi+n	1.8	1.38	12.0282509746607	0.0620528024089521
pi+n	1.8	1.36	12.3474031474935	0.0638185824831868
pi+n	1.8	1.34	12.6843391408183	0.0747919806663237
pi+n	1.8	1.32	13.0228423539251	0.0765893864502793
pi+n	1.8	1.3	13.3336214160782	0.0670841962363316
pi+n	1.8	1.28	13.8830160526296	0.0716983602504143
pi+n	1.8	1.26	14.8539390515255	0.0761414436041309
pi+n	1.8	1.24	14.9851158489033	0.0652232941806674
pi+n	1.8	1.22	14.073647697948	0.0622483360030903
pi+n	1.8	1.2	12.0069456452504	0.0629834511721159
pi+n	1.85	1.68	11.0207215053441	0.052930955188856
pi+n	1.85	1.66	10.4651660523195	0.0501059830773446
pi+n	1.85	1.64	9.90007758015992	0.0489394888521075
pi+n	1.85	1.62	9.4877088176664	0.0494945592855907
pi+n	1.85	1.6	9.74786223689943	0.0535464294292461
pi+n	1.85	1.58	10.759936227936	0.0567445397089823
pi+n	1.85	1.56	12.4420317380028	0.0588215852292726
pi+n	1.85	1.54	14.8776662335693	0.0655748780452849
pi+n	1.85	1.52	17.3804807589556	0.0723069631382401
pi+n	1.85	1.5	18.2538851386273	0.0751621310302625
pi+n	1.85	1.48	16.3385588744698	0.0685874752839469
pi+n	1.85	1.46	13.598694638049	0.0604709096310608
pi+n	1.85	1.44	12.065060043422	0.0578678270076482
pi+n	1.85	1.42	11.6427072881813	0.0617647321826382
pi+n	1.85	1.4	11.57896178981	0.0648921135691197
pi+n	1.85	1.38	11.578344521911	0.0615123522587915
pi+n	1.85	1.36	11.9048408057071	0.0633469180031178
pi+n	1.85	1.34	12.1754344055493	0.0739700458590936
pi+n	1.85	1.32	12.3886043037049	0.0742632385492592
pi+n	1.85	1.3	12.6239735263661	0.0639081427799977
pi+n	1.85	1.28	13.1843945248213	0.0757354111847479
pi+n	1.85	1.26	14.056657616498	0.080475893756368
pi+n	1.85	1.24	14.1667114352645	0.0641891278756142
pi+n	1.85	1.22	13.4128909174609	0.0625836405655252
pi+n	1.85	1.2	11.4683393654155	0.0631705563317901
pi+n	1.9	1.68	10.3906027252636	0.0527686059412786
pi+n	1.9	1.66	9.87852314863698	0.0500811027625849
pi+n	1.9	1.64	9.33574493869535	0.048369843055079
pi+n	1.9	1.62	8.98370553268615	0.0493342667506719
pi+n	1.9	1.6	9.26164451290921	0.0532799656513227
pi+n	1.9	1.58	10.2176343395152	0.0561744168987753
pi+n	1.9	1.56	11.8215130187263	0.0589124509154886
pi+n	1.9	1.54	14.0848443416297	0.0657268784637387
pi+n	1.9	1.52	16.4310061642103	0.0719179613248939
pi+n	1.9	1.5	17.2954612697771	0.0744709427304197
pi+n	1.9	1.48	15.5091361844842	0.0682484084174616
pi+n	1.9	1.46	12.9469397010731	0.060667660724147
pi+n	1.9	1.44	11.5177891870719	0.0581774812717447
pi+n	1.9	1.42	11.1124134872354	0.0613515964264544
pi+n	1.9	1.4	11.0928532337803	0.0638483949125594
pi+n	1.9	1.38	11.1424945230482	0.0609989938936609
pi+n	1.9	1.36	11.4762435349683	0.0629009626917073
pi+n	1.9	1.34	11.6823148184745	0.0731851924852334
pi+n	1.9	1.32	11.7735298764561	0.0720135280553456
pi+n	1.9	1.3	11.9356238064938	0.0608289950271417
pi+n	1.9	1.28	12.5070467150791	0.0796821762902414
pi+n	1.9	1.26	13.2836359629474	0.0847123974019856
pi+n	1.9	1.24	13.3733841673913	0.0631967550245863
pi+n	1.9	1.22	12.7730305859643	0.0629236642584837
pi+n	1.9	1.2	10.9470881263466	0.0633666693177265
pi+n	1.95	1.68	9.77934793855373	0.0526229666184781
pi+n	1.95	1.66	9.30936502103719	0.0500685794164396
pi+n	1.95	1.64	8.78807813166574	0.0478260247214578
pi+n	1.95	1.62	8.49463731338879	0.0491893459471925
pi+n	1.95	1.6	8.78988041008304	0.053032312025856
pi+n	1.95	1.58	9.69133495933584	0.0556312625034861
pi+n	1.95	1.56	11.2192366917428	0.0590140332967037
pi+n	1.95	1.54	13.3149966082928	0.0658894135224976
pi+n	1.95	1.52	15.508837376852	0.0715542264528949
pi+n	1.95	1.5	16.364656918979	0.0738129277566423
pi+n	1.95	1.48	14.7036631889245	0.0679322418271495
pi+n	1.95	1.46	12.314124528352	0.0608722493787619
pi+n	1.95	1.44	10.9865351700336	0.0584915468480921
pi+n	1.95	1.42	10.597621481004	0.0609614384839811
pi+n	1.95	1.4	10.6211468343979	0.0628438348012161
pi+n	1.95	1.38	10.7198194400914	0.060510962799504
pi+n	1.95	1.36	11.0607368495208	0.0624790433055831
pi+n	1.95	1.34	11.2039950932089	0.0724350430110066
pi+n	1.95	1.32	11.1764262309684	0.0698354660992931
pi+n	1.95	1.3	11.2672464741565	0.0578407135379788
pi+n	1.95	1.28	11.84964486122	0.0835441616966062
pi+n	1.95	1.26	12.5333557930761	0.088856967650699
pi+n	1.95	1.24	12.603557690502	0.0622435188174602
pi+n	1.95	1.22	12.1527445258317	0.0632680716799673
pi+n	1.95	1.2	10.44208607399	0.0635711867627538
pi+n	2	1.68	9.18572432817172	0.0524928191478597
pi+n	2	1.66	8.75655499827478	0.0500674871046696
pi+n	2	1.64	8.25600038154739	0.0473062705625675
pi+n	2	1.62	8.01954326958742	0.0490586985598171
pi+n	2	1.6	8.33164406236975	0.0528021540605505
pi+n	2	1.58	9.18001921151006	0.0551132589369637
pi+n	2	1.56	10.6340476553361	0.0591255240899339
pi+n	2	1.54	12.5666786033173	0.0660616783736215
pi+n	2	1.52	14.6122677837434	0.0712140485225966
pi+n	2	1.5	15.45975339249	0.0731859035519974
pi+n	2	1.48	13.920655838037	0.0676374447115936
pi+n	2	1.46	11.6990795295037	0.0610840822225208
pi+n	2	1.44	10.4703119686057	0.0588096499547712
pi+n	2	1.42	10.0973805393091	0.0605927712301894
pi+n	2	1.4	10.1629607777355	0.061875981398286
pi+n	2	1.38	10.3095131243734	0.0600466505449507
pi+n	2	1.36	10.6575206971521	0.0620796341408788
pi+n	2	1.34	10.7395732613843	0.0717174261553743
pi+n	2	1.32	10.5962007564857	0.0677246688250084
pi+n	2	1.3	10.6176267413991	0.0549377651133056
pi+n	2	1.28	11.2109722460719	0.0873264243281152
pi+n	2	1.26	11.804425674273	0.0929151255789967
pi+n	2	1.24	11.8557874836385	0.0613269873200945
pi+n	2	1.22	11.5508215042295	0.0636165589418529
pi+n	2	1.2	9.95232051916795	0.0637835588559261
pi+n	2.05	1.68	8.60861080664075	0.0523770627829597
pi+n	2.05	1.66	8.21905893143984	0.0500769903147878
pi+n	2.05	1.64	7.73853149244122	0.0468089809085745
pi+n	2.05	1.62	7.55754831090543	0.0489413308017234
pi+n	2.05	1.6	7.88609188302217	0.0525883007002032
pi+n	2.05	1.58	8.68275821054922	0.0546187553754312
pi+n	2.05	1.56	10.0648922204119	0.0592461942088792
pi+n	2.05	1.54	11.8385717735461	0.0662429475922005
pi+n	2.05	1.52	13.739738481286	0.0708958742718239
pi+n	2.05	1.5	14.5791798765883	0.0725878834335781
pi+n	2.05	1.48	13.1587570080803	0.067362625011587
pi+n	2.05	1.46	11.1007345898889	0.0613026241730079
pi+n	2.05	1.44	9.9682169629037	0.0591314558997298
pi+n	2.05	1.42	9.61081984757372	0.0602442383689115
pi+n	2.05	1.4	9.71748703268535	0.0609425921576261
pi+n	2.05	1.38	9.91083662433734	0.0596045873415722
pi+n	2.05	1.36	10.2658614230455	0.061701340619621
pi+n	2.05	1.34	10.2882217523893	0.0710303543024254
pi+n	2.05	1.32	10.03185043364	0.0656771141377682
pi+n	2.05	1.3	9.98564910798602	0.0521150693378805
pi+n	2.05	1.28	10.5899115326058	0.0910336179157545
pi+n	2.05	1.26	11.0955677658136	0.096891950603817
pi+n	2.05	1.24	11.1287470977748	0.0604449297098523
pi+n	2.05	1.22	10.9661496487684	0.0639688500089308
pi+n	2.05	1.2	9.47686219965513	0.0640032834405965
pi+n	2.1	1.68	8.47233599522712	0.0510096399432499
pi+n	2.1	1.66	8.08967360081532	0.0488175520845752
pi+n	2.1	1.64	7.62044079832969	0.0459243678735923
pi+n	2.1	1.62	7.44026148815505	0.0479023978946495
pi+n	2.1	1.6	7.75255481429938	0.0515876486090101
pi+n	2.1	1.58	8.52380950973799	0.0538114277731356
pi+n	2.1	1.56	9.80060660845449	0.0578802771926788
pi+n	2.1	1.54	11.5147678676216	0.0643132314722362
